2017-10-26 17:18:12,535 [Worker-755] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 17:18:12,536 [Worker-755] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:18:12,536 [Worker-755] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 17:18:12,540 [Worker-755] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 17:18:12,541 [Worker-755] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:18:12,542 [Worker-755] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 17:21:00,335 [Worker-758] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 17:21:00,335 [Worker-758] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:21:00,336 [Worker-758] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 17:21:00,337 [Worker-758] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 17:21:00,339 [Worker-758] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:21:00,339 [Worker-758] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 17:21:18,661 [Worker-758] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 17:21:18,662 [Worker-758] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:21:18,663 [Worker-758] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 17:21:18,664 [Worker-758] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 17:21:18,667 [Worker-758] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:21:18,668 [Worker-758] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 17:22:11,199 [Worker-750] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 17:22:11,200 [Worker-750] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:22:11,201 [Worker-750] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 17:22:11,202 [Worker-750] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 17:22:11,205 [Worker-750] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:22:11,205 [Worker-750] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 17:22:43,202 [Worker-759] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 17:22:43,203 [Worker-759] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:22:43,204 [Worker-759] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 17:22:43,207 [Worker-759] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 17:22:43,208 [Worker-759] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:22:43,208 [Worker-759] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
